device,chipset,system,game,performance,driver,emulator,update,notes,date added
Retroid Pocket 5,sd865,switch,13 Sentinels: Aegis Rim,Perfect,Turnip 24.3.0 9v2,Sudachi,1,"Excellent. Sometimes the audio stutters the slightest bit, but goes away on restart.",2025/1/28
Retroid Pocket 5,sd865,switch,Boomerang Fu,Great,Turnip 24.3.0 9v2,Yuzu,1.3.4,"Sometimes ""soft"" freezes, and I have to swipe up to task manager and it kicks back in. Also controllers have to swipe to open controller menu at player select screen every time to get them to kick back on.",2025/1/28
Retroid Pocket 5,sd865,switch,Lovers In A Dangerous Spacetime,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.4,"4-player with bluetooth controllers, no issues.",2025/1/28
Retroid Pocket 5,sd865,switch,Star Ocean: The Second Story R,Perfect,Turnip 24.3.0 9v2,Sudachi,-,Crashes occasionally (after around an hour of straight gameplay) for seemingly no reason. Game autosaves enough that it's not a real issue.,2025/1/28
Retroid Pocket 5,sd865,switch,Senran Kagura Peach Ball,Perfect,Turnip 24.3.0 9v2,Citron,1.0.1,Works perfectly,2025/1/27
Retroid Pocket 5,sd865,switch,Dave The Diver,Perfect,Qualcomm 0.746.0,Sudachi,1.0.3.972,"Game is packed into an XCI with the newest update and DLC. I am using keys and firmware 19.0.0. Using docked mode because the switch ersion is capped at 30fps. undocked instills some blur to text, use AMD fidelity if you prefer undocked.",2025/1/26
Retroid Pocket 5,sd865,switch,Ender Lilies: Quietus Of The Knights,Perfect,Turnip 24.3.0 9v2,Citron,1.1.1,"Needs the 1.1.1 update to play 60fps Citron 0.3, Accuracy Normal or High - High is more stable Kept the rest on default",2025/1/26
Retroid Pocket 5,sd865,switch,S.T.A.L.K.E.R.: Shadow Of Chornobyl,Playable,Turnip 24.3.0 9v2,Citron,1,"Crashed the first time, after that it worked fine Citron 0.3 Enable USE_AUTO_STUB setting Force maximum clock speed 25-30FPS @ 1x resolution",2025/1/26
Retroid Pocket 5,sd865,switch,Star Ocean: The Second Story R,Perfect,Turnip 24.3.0 9v2,Citron,1.0.1,"Stable 30FPS in docked mode, cubeb audio engine, RP5 on standard performance mode",2025/1/26
Retroid Pocket 5,sd865,switch,Dave The Diver,Perfect,Qualcomm 0.746.0,Yuzu,-,30fps with occasional stutters but overall nothing that hinders gameplay. Docked mode ON; 1x Resolution; Sync Mode ON; Asynchronous shaders ON; Disk shader Chache ON; Force Max Clocks ON;,2025/1/25
Retroid Pocket 5,sd865,switch,Luigi's Mansion 3,Playable,Qualcomm 0.746.0,Citron,1.4.0,Citron 0.3 Works with some graphics issue but seems promising Accuracy level High Resolution 0.75x Force Maximum clocks,2025/1/25
Retroid Pocket 5,sd865,switch,Dungeons And Doomknights,Perfect,Turnip 24.3.0 9v2,Yuzu,1,-,2025/1/25
Retroid Pocket 5,sd865,switch,Ender Magnolia Bloom In The Mist,Perfect,Turnip 24.3.0 9v2,Citron,0.3,"Handled, Accurancy high",2025/1/25
Retroid Pocket 5,sd865,switch,Live A Live,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.1,I kind of changed all of these one at a time and with some anecdotal knowledge. So some of the Debug settings may be pointless. GRAPHICS&gt; Accuracy Level &gt; High. GRAPHICS&gt; Anti-aliasing method &gt; FXAA. DEBUG &gt; CPU Backend &gt; Dynamic. DEBUG &gt; CPU accuracy &gt; Accurate.,2025/1/25
Retroid Pocket 5,sd865,switch,What Lies In The Multiverse,Perfect,Turnip 24.3.0 9v2,Yuzu,1,"Plays perfectly, fun game!",2025/1/25
Retroid Pocket 5,sd865,switch,What Remains Of Edith Finch,Playable,Turnip 24.3.0 9v2,Citron,1.0.1,game 1.0.0 (doesn't work on Yuzu with the same settings) Docked Resolution 0.75 Accuracy High Vsync mode Immediate (off) Force maximum clocks Use asynchronous shaders,2025/1/25
Retroid Pocket 5,sd865,switch,Ace Combat 7: Skies Unknown,Unplayable,Turnip 25.0.0 R8,Sudachi,1,Load well and you can play 60 fps but the colors are all glitched like in a psychedelic dream...,2025/1/25
Retroid Pocket 5,sd865,switch,Skater Xl,Perfect,Qualcomm 0.746.0,Yuzu,1.2.8.7,"1x Native, sync Off , Nearest Neigbor, Force maximum clocks, use Asynchronous Shaders, Use reactive Flushing. Note: The game will crash a couple times as the shaders will adjust and then run smoothly.",2025/1/24
Retroid Pocket 5,sd865,switch,Streets Of Rage 4,Perfect,Qualcomm 0.746.0,Sudachi,1.0.9,60 fps - Works perfectly with default settings,2025/1/24
Retroid Pocket 5,sd865,switch,Double Dragon Neon,Perfect,Turnip 24.3.0 9v2,Citron,1,"720p, standard performance setting",2025/1/24
Retroid Pocket 5,sd865,switch,Forager,Perfect,Turnip 24.3.0 9v2,Citron,4.1.3,Takes around 1 minute to load at the beginning but otherwise runs perfectly,2025/1/24
Retroid Pocket 5,sd865,switch,Guilty Gear Strive,Great,Turnip 24.3.0 9v2,Citron,1.01,"Used performance mode and enabled asynchronous shaders. runs at a smooth 58-60, slight input lag.",2025/1/24
Retroid Pocket 5,sd865,switch,Roller Coaster Tycoon 3 Complete,Perfect,Turnip 24.3.0 9v2,Citron,-,-,2025/1/24
Retroid Pocket 5,sd865,switch,Super Lone Survivor,Perfect,Turnip 24.3.0 9v2,Citron,1,Seems to run perfectly,2025/1/24
Retroid Pocket 5,sd865,switch,The Binding Of Isaac: Repentance,Great,Turnip 24.3.0 9v2,Citron,1.7.9,"Disable sync to fix a texture glitch. 55-60 fps on average, wouldn't really notice it without the fps counter.",2025/1/24
Retroid Pocket 5,sd865,switch,Two Point Hospital,Perfect,Turnip 24.3.0 9v2,Citron,-,-,2025/1/24
Retroid Pocket 5,sd865,switch,Ultra Street Fighter II: The Final Challengers,Perfect,Turnip 24.3.0 9v2,Citron,1,"720p, standard performance",2025/1/24
Retroid Pocket 5,sd865,switch,Shashingo: Learn Japanese With Photography,Perfect,Turnip 25.2.0 R7,Yuzu,1,".75x , synch OFF. Graphics bugs far away but won’t ruin the game or stop from playing.",2025/1/24
Retroid Pocket 5,sd865,switch,20 Minutes Till Dawn,Perfect,Qualcomm 0.746.0,Yuzu,1.1.1,Yuzu 278 (dc529a89a) Default for all parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Dungeons Of Dreadrock - The Dead King's Secret,Great,Qualcomm 0.746.0,Citron,1.0.1,Citron 6b9dd40 Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Dust &amp; Neon,Great,Qualcomm 0.746.0,Yuzu,278,-,2025/1/23
Retroid Pocket 5,sd865,switch,Gear Club Unlimited 2,Perfect,Qualcomm 0.746.0,Citron,1.7.2,"Menus run at a perfect 60, in game a perfect 30 and that is with the RP5 in performance mode.",2025/1/23
Retroid Pocket 5,sd865,switch,Lysfanga - The Time Shift Warrior,Great,Qualcomm 0.746.0,Yuzu,1,Yuzu 278 (dc529a89a) Undocked Video precision : high Force max frequencies : yes,2025/1/23
Retroid Pocket 5,sd865,switch,Schim,Great,Qualcomm 0.746.0,Yuzu,1,Yuzu 278 (dc529a89a) Video precision : high Resolution : 0.75x Force max frequencies : Yes,2025/1/23
Retroid Pocket 5,sd865,switch,Slime 3k - Rise Against Despot,Perfect,Qualcomm 0.746.0,Sudachi,1,Sudachi 1.0.11 (99775b8) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,You Suck At Parking,Great,Qualcomm 0.746.0,Yuzu,1.10.7,Yuzu 278 (dc529a89a),2025/1/23
Retroid Pocket 5,sd865,switch,Lego Harry Potter Collection,Great,Turnip 24.1.0 R17,Yuzu,1.2.0,Yuzu 278 (dc529a89a) Backend CPU : JIT Force max frequencies : Yes,2025/1/23
Retroid Pocket 5,sd865,switch,Alphadia Genesis 2,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.1,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Alwa's Awakening,Perfect,Turnip 24.3.0 9v2,Yuzu,1.5.3.21,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Animus: Revenant,Great,Turnip 24.3.0 9v2,Yuzu,1.0.5,Yuzu 278 (dc529a89a) Video precision : High,2025/1/23
Retroid Pocket 5,sd865,switch,Anodyne 2 : Return To Dust,Great,Turnip 24.3.0 9v2,Yuzu,1.0.1,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Bakeru,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.2,Yuzu 278 (dc529a89a) Video precision : High,2025/1/23
Retroid Pocket 5,sd865,switch,Bat Boy,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a),2025/1/23
Retroid Pocket 5,sd865,switch,Belle Boomerang,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Blade Chimera,Perfect,Turnip 24.3.0 9v2,Yuzu,1.35,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Bloomtown: A Different Story,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.1,Yuzu 278 (dc529a89a),2025/1/23
Retroid Pocket 5,sd865,switch,Call Of Juarez: Gunslinger,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.3,"Mode: Handheld, 30FPS locked",2025/1/23
Retroid Pocket 5,sd865,switch,Catastronauts!,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Chrono Cross - The Radical Dreamers Edition,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Commandos 2 - HD Remaster,Great,Turnip 24.3.0 9v2,Yuzu,1.0.2,Yuzu 278 (dc529a89a) Undocked Video precision : High Force max frequencies : Yes,2025/1/23
Retroid Pocket 5,sd865,switch,Commandos 3 - HD Remaster,Great,Turnip 24.3.0 9v2,Yuzu,1.00.053,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Crystal Breaker,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.2,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Dungeonoid 2: Awakening,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.2,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Dustoff Heli Rescue 2,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,For A Vast Future,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Forager,Perfect,Turnip 24.3.0 9v2,Skyline,1,Skyline 0.0.3 (1868) Only emulator that booted (all others : black screen with sound on),2025/1/23
Retroid Pocket 5,sd865,switch,Ghostbusters: The Video Game - Remastered,Great,Turnip 24.3.0 9v2,Yuzu,1.2,Yuzu 278 (dc529a89a) Resolution : 0.75x Force max frequencies : Yes May give better FPS with Uzuy MMJR,2025/1/23
Retroid Pocket 5,sd865,switch,Goblin Sword,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.2,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Graveyard Keeper,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.0.4633,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Grime - Definitive Edition,Perfect,Turnip 24.3.0 9v2,Yuzu,1.3.9,Yuzu 278 (dc529a89a) All default parameters Use cubeb for good audio,2025/1/23
Retroid Pocket 5,sd865,switch,Hades,Perfect,Turnip 24.3.0 9v2,Yuzu,1,-,2025/1/23
Retroid Pocket 5,sd865,switch,Kudzu,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Minit,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Nerd Survivors,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.20240625,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Nuclear Blaze,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Party Hard,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Princess Peach: Showtime!,Great,Turnip 24.3.0 9v2,Citron,1,Citron 6b9dd40 Video precision : High Resolution : 0.75x Force max frequencies : Yes Still some minor glitches (ex : Peach's face),2025/1/23
Retroid Pocket 5,sd865,switch,Sega Ages - Virtua Racing,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Snowboarding The Next Phase,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.1,Yuzu 278 (dc529a89a) All default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Spintires: Mud Runner (Mudrunner - American Wilds),Great,Turnip 24.3.0 9v2,Yuzu,3.6,Yuzu 278 (dc529a89a) CPU debugging : Yes Resolution : 0.75x Force max frequencies : Yes Cashes quite often,2025/1/23
Retroid Pocket 5,sd865,switch,Steamworld Dig,Perfect,Turnip 24.3.0 9v2,Yuzu,1.12.0,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Terminal Velocity,Perfect,Turnip 24.3.0 9v2,Yuzu,1.2.0,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Torchlight 2,Great,Turnip 24.3.0 9v2,Yuzu,1.0.5,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Totally Accurate Battle Simulator,Great,Turnip 24.3.0 9v2,Yuzu,1.0.34,Yuzu 278 (dc529a89a) Video precision : High,2025/1/23
Retroid Pocket 5,sd865,switch,Undead Horde 2,Great,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Victory Heat Rally,Great,Turnip 24.3.0 9v2,Yuzu,1,Yuzu 278 (dc529a89a) Default parameters,2025/1/23
Retroid Pocket 5,sd865,switch,Yakuza Kiwami,Great,Turnip 24.3.0 9v2,Sudachi,1,Sudachi 1.0.11 (99775b8) Force max frequencies : Yes,2025/1/23
Retroid Pocket 5,sd865,switch,Okinawa Rush,Perfect,Qualcomm 0.746.0,Yuzu,1,-,2025/1/22
Retroid Pocket 5,sd865,switch,South Park: The Stick Of Truth,Perfect,Turnip 24.3.0 9v2,Yuzu,1.01,"Mode: Docked, Graphics Accuracy level: High",2025/1/22
Retroid Pocket 5,sd865,switch,The Tale Of Bistun,Unplayable,Turnip 24.3.0 9v2,Citron,1,"Crashes after the initial start ideo, tried with other emulators as well, same result",2025/1/22
Retroid Pocket 5,sd865,switch,Mario Tennis Aces,Perfect,"Turnip - Jan. 04, 2025",Sudachi,1,"Graphics: 0.75x, Sync Off, FSR Sharpness: 20%",2025/1/22
Retroid Pocket 5,sd865,switch,Digimon Cyber Sleuth,Perfect,Turnip 24.3.0 9v2,Sudachi,1,Stable 60fps in docked mode,2025/1/21
Retroid Pocket 5,sd865,switch,Mario Strikers Battle League,Perfect,Turnip 24.3.0 9v2,Sudachi,1.3.2,"40FPS - 50FPS, Default settings, standard mode. Had no crashes.",2025/1/21
Retroid Pocket 5,sd865,switch,Naruto X Boruto Ultimate Ninja Storm Connections,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Runs stable at 30fps. Did not play with settings since it there was no need.,2025/1/21
Retroid Pocket 5,sd865,switch,My Time At Sandrock,Great,Qualcomm 0.746.0,Yuzu,1.4.0.0,Need the update to work. Resolution 0.75 Accuracy Level : High - CPU accuracy : Accurate 20 to 30 FPS and stable so far (only 2 hours),2025/1/20
Retroid Pocket 5,sd865,switch,Dragon Ball FighterZ,Unplayable,Turnip 24.3.0 9v2,Yuzu,0.1.38,"Game either crashes at beginning of game, or when a special move is used",2025/1/20
Retroid Pocket 5,sd865,switch,Fallen Legion: Rise To Glory,Perfect,Turnip 24.3.0 9v2,Yuzu,1,"Docked mode, almost 60fps for the first stage.",2025/1/20
Retroid Pocket 5,sd865,switch,Horizon Chase 2,Great,Turnip 24.3.0 9v2,Yuzu,1.6.6,Only reason not saying perfect is because of occasional crashes and some microstutter Asych shaders ON. Audio - Cubeb. Run 1.6.6 update and build some shaders @ 30fps Then add the 60fps mod by StevensND,2025/1/20
Retroid Pocket 5,sd865,switch,Marsupilami - Hoobadventure,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.4,Console: High Performance. Asynch shaders - On. Audio - cubeb. Plays 55-60fps.,2025/1/20
Retroid Pocket 5,sd865,switch,Needy Girl Overdose,Perfect,Turnip 24.3.0 9v2,Citron,1.1.1,Consistent 45 - 60 fps,2025/1/20
Retroid Pocket 5,sd865,switch,The Smurfs 2 : The Prisoner Of The Green Stone,Perfect,Turnip 24.3.0 9v2,Yuzu,1.03.03,Audio - cubeb. Asynch shaders on Plays well 30fps locked - Haven't tried docked mode,2025/1/20
Retroid Pocket 5,sd865,switch,Celeste,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.1,Perfect performance with no additional changes in the settings needed. 60 FPS.,2025/1/19
Retroid Pocket 5,sd865,switch,Resident Evil 0,Great,Turnip 24.3.0 9v2,Yuzu,1,Locked 30fps. Extremely beautiful on RP5.,2025/1/19
Retroid Pocket 5,sd865,switch,Super Mario Odyssey,Great,Turnip 24.3.0 9v2,Yuzu,1,"You can beat the game, but here are some issues that I found: 1. Seaside Kingdoms boss will crash the game due to lag 2. Wooden Kingdom S Spewart fight has the same fate, but other Spewart fights (luncheon) seem to be A-OK 3. Cutscene music WILL GET CHOPPY 4. USE 0.75",2025/1/19
Retroid Pocket 5,sd865,switch,Blasphemous,Perfect,Qualcomm 0.746.0,Citron,1.0.8,Citron is back in development! 60 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On,2025/1/18
Retroid Pocket 5,sd865,switch,Bomb Rush Cyberfunk,Perfect,Qualcomm 0.746.0,Citron,1.0.19975,Citron is back in development! 30 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Cult Of The Lamb,Perfect,Qualcomm 0.746.0,Citron,1.4.5,Citron is back in development! 60 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Donkey Kong Country Returns HD,Perfect,Qualcomm 0.746.0,Citron,1,VSync off. Accuracy high. Handheld mode. High performance. Near perfect 60fps gameplay.,2025/1/18
Retroid Pocket 5,sd865,switch,Prince Of Persia: The Lost Crown,Perfect,Qualcomm 0.746.0,Citron,1.4.1,Citron is back in development! 60 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Return Of The Obra Dinn,Perfect,Qualcomm 0.746.0,Sudachi,1.0.1,"Docked mode, game gets to 60fps most of the time but then gets to 50 fps drops after a while because of the rain",2025/1/18
Retroid Pocket 5,sd865,switch,Risk Of Rain Returns,Perfect,Qualcomm 0.746.0,Citron,1.0.4,Citron is back in development! Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On If Audio Is Stuttering/Crackling Change Output To cubeb Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Stardew Valley,Perfect,Qualcomm 0.746.0,Citron,1.5.4.2,Citron is back in development! 60 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Super Mario RPG,Perfect,Qualcomm 0.746.0,Citron,1.0.1,Citron is back in development! 30-60 FPS Settings: Docked 1x Res.(Might Have More Stable Performance On Handheld) Force Maximum Clocks and Use Asynchronous Shaders On If Audio Is Stuttering/Crackling Change Output To cubeb Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Terraria,Perfect,Qualcomm 0.746.0,Citron,4.4.11,Citron is back in development! 60 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Skyward Sword HD,Perfect,Qualcomm 0.746.0,Yuzu,1,-,2025/1/18
Retroid Pocket 5,sd865,switch,Undertale,Perfect,Qualcomm 0.746.0,Citron,1.11,Citron is back in development! 30 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On If Audio Is Stuttering/Crackling Change Output To cubeb Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Contra Operation Galuga,Great,Turnip 23.2.0,Citron,1,Some drops in FPS during startup and initial animation screen. But once the game is loaded I get a solid 30FPS for all game play as well as animation and dialog scenes. Borderline perfect.,2025/1/18
Retroid Pocket 5,sd865,switch,Pokemon Arceus,Perfect,Turnip 23.3.0-devel,Yuzu,1,"I’m running firmware 19.0.1 and prod.key 19.0.0 and getting consistent 30fps in handheld mode at 1x. No freezing, etc. like I was getting on other drivers.",2025/1/18
Retroid Pocket 5,sd865,switch,Animal Crossing: New Horizons,Perfect,Turnip 24.3.0 9v2,Citron,2.0.6,Citron is back in development! Settings: Docked 1x Res. 30FPS Locked Turn on Force Maximum Clocks and Asynchronous Shaders If audio is stuttering/crackling change output to cubeb Everything else default.,2025/1/18
Retroid Pocket 5,sd865,switch,Animal Well,Perfect,Turnip 24.3.0 9v2,Citron,1,Citron is back in development! 60 FPS Settings: Docked 1x Res. Turn on Force Maximum Clocks and Asynchronous Shaders If audio is stuttering/crackling change output to cubeb Everything else default.,2025/1/18
Retroid Pocket 5,sd865,switch,Balatro,Perfect,Turnip 24.3.0 9v2,Citron,1.1.0,Citron is back in development! *IT SOMETIMES GETS STUCK ON LOADING JUST EXIT AND LAUNCH THE GAME UNTIL IT STARTS* 60 FPS Settings: Docked 1x Res. Turn on Force Maximum Clocks and Asynchronous Shaders If audio is stuttering/crackling change output to cubeb Everything else default.,2025/1/18
Retroid Pocket 5,sd865,switch,Blasphemous 2,Perfect,Turnip 24.3.0 9v2,Citron,1.0.3,Citron is back in development! Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Cruis'n Blast,Perfect,Turnip 24.3.0 9v2,Sudachi,1.07,"Did one race, stable 60fps docked, put the unit in sleep for 45 mins mid-race",2025/1/18
Retroid Pocket 5,sd865,switch,Dead Cells,Perfect,Turnip 24.3.0 9v2,Citron,1.23.2,Citron is back in development! 60 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On If Audio Is Stuttering/Crackling Change Output To cubeb Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Inscryption,Perfect,Turnip 24.3.0 9v2,Citron,1.34.0,Citron is back in development! 30 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On Can't Tell If The Audio Is Stuttering/Crackling Or If It's Just The Game SFX Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Katana Zero,Perfect,Turnip 24.3.0 9v2,Citron,1.0.5,Citron is back in development! 60 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On If Audio Is Stuttering/Crackling Change Output To cubeb Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Metroid Dread,Perfect,Turnip 24.3.0 9v2,Citron,2.1.0,Citron is back in development! 60 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On If The Audio Is Stuttering/Crackling Change Output To cubeb Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Monster Hunter Generations Ultimate,Perfect,Turnip 24.3.0 9v2,Citron,1.4.0,Citron is back in development! 60 FPS Settings: Docked 1x Res. Turn on Force Maximum Clocks and Asynchronous Shaders Everything else default.,2025/1/18
Retroid Pocket 5,sd865,switch,Ori And The Blind Forest,Perfect,Turnip 24.3.0 9v2,Citron,1.0.1,Citron is back in development! 60 FPS Settings: Docked 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On Everything Else Default.,2025/1/18
Retroid Pocket 5,sd865,switch,Super Mario 3D World + Bowser's Fury,Perfect,Turnip 24.3.0 9v2,Citron,1.1.0,"Citron is back in development! Settings: Docked 45 - 50 FPS, Handheld 60 FPS 1x Res. Force Maximum Clocks and Use Asynchronous Shaders On If Audio Is Stuttering/Crackling Change Output To cubeb Everything Else Default.",2025/1/18
Retroid Pocket 5,sd865,switch,Super Mario Odyssey,Great,Turnip 24.3.0 9v2,Citron,1.0.3,"Very Playable, use .75 resolution, plays at 60 fps to high 50s unless ery zoomed out at a large zone. Then fps drops to mid 40s. Overall a great play!",2025/1/18
Retroid Pocket 5,sd865,switch,Trinity Trigger,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.4,Plays perfectly at 60fps. 2 hours in with no dips so far.,2025/1/18
Retroid Pocket 5,sd865,switch,Quake 2,Perfect,Qualcomm 0.746.0,Sudachi,1,Full 60fps - Does not run as well on Turnip/the other emulators,2025/1/17
Retroid Pocket 5,sd865,switch,Blade Chimera,Perfect,Turnip 24.3.0 9v2,Citron,1,Slow loading at first or in between scenes sometimes but works perfect,2025/1/17
Retroid Pocket 5,sd865,switch,Nascar Heat Ultimate Edition+,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect out of the box. No setting adjustments needed.,2025/1/16
Retroid Pocket 5,sd865,switch,Power Rangers: Battle For The Grid,Great,Qualcomm 0.746.0,Sudachi,2.9.2,"45-60fps FPS Improves with time once all characters, colors and arenas have shaders - sometimes takes a few crashes and resets to get shaders built Occasional crashes, Yuzu has similar performance RP5 - High performance mode 1x Res. Handheld mode Graphics Accuracy Level: High (Can be moved to ""Normal"" once shaders downloaded - fps improves but not ery stable) Disk shader cache: On CPU Debug: Accurate Audio: cubeb Work in progress: Not much improvement with Force max clock and Asynch shaders on",2025/1/16
Retroid Pocket 5,sd865,switch,The Legend of Zelda: Breath of the Wild,Great,Turnip 23.2.0,Yuzu,1.6.0,28 - 30 FPS Avg. Handheld Mode Graphics: Resolution - 0.75x (1.0x loses about 5-8 FPS and creates slowdown) Adapting Filter - Bilinear (AMD FidelityFX loses 2-3 FPS) Anti-aliasing - FXAA Disk Shader Cache - On Force Maximum Clocks - On Use Asynchronous Shaders - On,2025/1/16
Retroid Pocket 5,sd865,switch,Donkey Kong Country: Tropical Freeze,Perfect,Turnip 24.3.0 9v2,Yuzu,1.02,Perfect 60fps,2025/1/16
Retroid Pocket 5,sd865,switch,Pokemon Legends: Arceus,Perfect,Turnip 24.3.0 9v2,Citron,1.1.1,TV Mode 1x resolution with texture pack,2025/1/16
Retroid Pocket 5,sd865,switch,Doraemon Dorayaki Shop Story,Great,Qualcomm 0.746.0,Yuzu,1.04,"Game hangs when attempting to access ""Site"" menu.",2025/1/15
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Skyward Sword HD,Perfect,Turnip 23.3.0-devel,Yuzu,1,"If you have crashing issues, use this driver. Game hasn't dropped below 60fps once yet, and I have completed the first 3 dungeons.",2025/1/15
